"id","name","state_id","latitude","longitude","created_at","updated_at"
"651","Ona Ara","30","7.270000","4.050000","2019-02-15 17:00:00","2018-08-10 19:22:16"
"652","Orelope","30","8.860000","3.780000","2019-02-15 17:00:00","2018-08-10 19:22:17"
"653","Ori Ire","30","8.370000","4.150000","2019-02-15 17:00:00","2018-08-10 19:22:18"
"654","Oyo West","30","7.840000","3.940000","2019-02-15 17:00:00","2018-08-10 19:22:19"
"655","Oyo East","30","7.840000","3.940000","2019-02-15 17:00:00","2018-08-10 19:22:20"
"656","Saki East","30","8.690000","3.620000","2019-02-15 17:00:00","2018-08-10 19:22:21"
"657","Saki West","30","8.600000","3.140000","2019-02-15 17:00:00","2018-08-10 19:22:22"
"658","Surulere","30","8.070000","4.440000","2019-02-15 17:00:00","2018-08-10 19:22:22"
"659","Bokkos","31","9.170000","8.920000","2019-02-15 17:00:00","2018-08-10 19:22:23"
"660","Barkin Ladi","31","9.560000","8.970000","2019-02-15 17:00:00","2018-08-10 19:22:24"
"661","Bassa","31","10.100000","8.790000","2019-02-15 17:00:00","2018-08-10 19:22:25"
"662","Jos East","31","9.870000","9.100000","2019-02-15 17:00:00","2018-08-10 19:22:26"
"663","Jos North","31","9.920000","8.880000","2019-02-15 17:00:00","2018-08-10 19:22:27"
"664","Jos South","31","9.770000","8.810000","2019-02-15 17:00:00","2018-08-10 19:22:28"
"665","Kanam","31","9.490000","9.990000","2019-02-15 17:00:00","2018-08-10 19:22:29"
"666","Kanke","31","9.370000","9.590000","2019-02-15 17:00:00","2018-08-10 19:22:30"
"667","Langtang South","31","8.620000","9.810000","2019-02-15 17:00:00","2018-08-10 19:22:31"
"668","Langtang North","31","9.100000","9.860000","2019-02-15 17:00:00","2018-08-10 19:22:32"
"669","Mangu","31","9.380000","9.150000","2019-02-15 17:00:00","2018-08-10 19:22:32"
"670","Mikang","31","9.240000","9.370000","2019-02-15 17:00:00","2018-08-10 19:22:33"
"671","Pankshin","31","9.330000","9.430000","2019-02-15 17:00:00","2018-08-10 19:22:34"
"672","Qua'an Pan","31","8.640000","9.100000","2019-02-15 17:00:00","2018-08-10 19:22:35"
"673","Riyom","31","9.570000","8.700000","2019-02-15 17:00:00","2018-08-10 19:22:36"
"674","Shendam","31","8.900000","9.450000","2019-02-15 17:00:00","2018-08-10 19:22:37"
"675","Wase","31","9.090000","9.960000","2019-02-15 17:00:00","2018-08-10 19:22:38"
"676","Abua/Odual","32","4.820000","6.540000","2019-02-15 17:00:00","2018-08-10 19:22:39"
"677","Ahoada East","32","5.050000","6.640000","2019-02-15 17:00:00","2018-08-10 19:22:40"
"678","Ahoada West","32","5.080000","6.660000","2019-02-15 17:00:00","2018-08-10 19:22:41"
"679","Akuku-Toru","32","4.610000","6.660000","2019-02-15 17:00:00","2018-08-10 19:22:42"
"680","Andoni","32","4.500000","7.370000","2019-02-15 17:00:00","2018-08-10 19:22:43"
"681","Asari-Toru","32","4.750000","6.850000","2019-02-15 17:00:00","2018-08-10 19:22:44"
"682","Bonny","32","4.410000","7.190000","2019-02-15 17:00:00","2018-08-10 19:22:44"
"683","Degema","32","4.770000","6.770000","2019-02-15 17:00:00","2018-08-10 19:22:45"
"684","Eleme","32","4.790000","7.160000","2019-02-15 17:00:00","2018-08-10 19:22:46"
"685","Emuoha","32","4.980000","6.790000","2019-02-15 17:00:00","2018-08-10 19:22:47"
"686","Etche","32","5.060000","7.050000","2019-02-15 17:00:00","2018-08-10 19:22:48"
"687","Gokana","32","4.670000","7.290000","2019-02-15 17:00:00","2018-08-10 19:22:49"
"688","Ikwerre","32","5.150000","6.880000","2019-02-15 17:00:00","2018-08-10 19:23:26"
"689","Khana","32","4.650000","7.390000","2019-02-15 17:00:00","2018-08-10 19:23:27"
"690","Obio/Akpor","32","4.880000","7.030000","2019-02-15 17:00:00","2018-08-10 19:23:28"
"691","Ogba/Egbema/Ndoni","32","5.400000","6.620000","2019-02-15 17:00:00","2018-08-10 19:23:29"
"692","Ogu/Bolo","32","4.720000","7.200000","2019-02-15 17:00:00","2018-08-10 19:23:30"
"693","Okrika","32","4.740000","7.080000","2019-02-15 17:00:00","2018-08-10 19:23:30"
"694","Omuma","32","5.120000","7.240000","2019-02-15 17:00:00","2018-08-10 19:23:31"
"695","Opobo/Nkoro","32","4.510000","7.510000","2019-02-15 17:00:00","2018-08-10 19:23:33"
"696","Oyigbo","32","4.890000","7.130000","2019-02-15 17:00:00","2018-08-10 19:23:34"
"697","Port Harcourt","32","4.820000","7.050000","2019-02-15 17:00:00","2018-08-10 19:23:35"
"698","Tai","32","4.750000","7.240000","2019-02-15 17:00:00","2018-08-10 19:23:36"
"699","Binji","33","13.220000","4.910000","2019-02-15 17:00:00","2018-08-10 19:23:37"
"700","Bodinga","33","12.820000","5.160000","2019-02-15 17:00:00","2018-08-10 19:23:37"
"701","Dange Shuni","33","12.800000","5.440000","2019-02-15 17:00:00","2018-08-10 19:23:38"
"702","Gada","33","13.750000","5.660000","2019-02-15 17:00:00","2018-08-10 19:23:39"
"703","Goronyo","33","13.440000","5.680000","2019-02-15 17:00:00","2018-08-10 19:23:40"
"704","Gudu","33","13.410000","4.480000","2019-02-15 17:00:00","2018-08-10 19:23:41"
"705","Gwadabawa","33","13.350000","5.230000","2019-02-15 17:00:00","2018-08-10 19:23:42"
"706","Illela","33","13.720000","5.350000","2019-02-15 17:00:00","2018-08-10 19:23:42"
"707","Isa","33","13.190000","6.150000","2019-02-15 17:00:00","2018-08-10 19:23:43"
"708","Kebbe","33","11.940000","4.810000","2019-02-15 17:00:00","2018-08-10 19:23:44"
"709","Kware","33","13.220000","5.260000","2019-02-15 17:00:00","2018-08-10 19:23:45"
"710","Rabah","33","13.120000","5.510000","2019-02-15 17:00:00","2018-08-10 19:23:46"
"711","Sabon Birni","33","13.510000","6.280000","2019-02-15 17:00:00","2018-08-10 19:23:47"
"712","Shagari","33","12.630000","4.990000","2019-02-15 17:00:00","2018-08-10 19:23:48"
"713","Silame","33","12.990000","4.850000","2019-02-15 17:00:00","2018-08-10 19:23:49"
"714","Sokoto North","33","13.060000","5.220000","2019-02-15 17:00:00","2018-08-10 19:23:50"
"715","Sokoto South","33","13.020000","5.240000","2019-02-15 17:00:00","2018-08-10 19:23:50"
"716","Tambuwal","33","12.350000","4.850000","2019-02-15 17:00:00","2018-08-10 19:23:51"
"717","Tangaza","33","13.400000","4.980000","2019-02-15 17:00:00","2018-08-10 19:23:52"
"718","Tureta","33","12.590000","5.550000","2019-02-15 17:00:00","2018-08-10 19:23:53"
"719","Wamako","33","13.040000","5.090000","2019-02-15 17:00:00","2018-08-10 19:23:54"
"720","Wurno","33","13.280000","5.420000","2019-02-15 17:00:00","2018-08-10 19:23:55"
"721","Yabo","33","12.720000","5.010000","2019-02-15 17:00:00","2018-08-10 19:23:56"
"722","Ardo Kola","34","8.760000","11.250000","2019-02-15 17:00:00","2018-08-10 19:23:56"
"723","Bali","34","7.850000","10.960000","2019-02-15 17:00:00","2018-08-10 19:23:57"
"724","Donga","34","7.750000","10.170000","2019-02-15 17:00:00","2018-08-10 19:23:58"
"725","Gashaka","34","7.460000","11.520000","2019-02-15 17:00:00","2018-08-10 19:23:59"
"726","Gassol","34","8.430000","10.530000","2019-02-15 17:00:00","2018-08-10 19:24:00"
"727","Ibi","34","8.320000","9.770000","2019-02-15 17:00:00","2018-08-10 19:24:01"
"728","Jalingo","34","8.890000","11.380000","2019-02-15 17:00:00","2018-08-10 19:24:02"
"729","Karim Lamido","34","9.290000","10.890000","2019-02-15 17:00:00","2018-08-10 19:24:02"
"730","Kumi","34","8.010000","10.260000","2019-02-15 17:00:00","2018-08-10 19:24:03"
"731","Lau","34","9.200000","11.290000","2019-02-15 17:00:00","2018-08-10 19:24:04"
"732","Sardauna","34","6.870000","11.250000","2019-02-15 17:00:00","2018-08-10 19:24:05"
"733","Takum","34","7.260000","9.970000","2019-02-15 17:00:00","2018-08-10 19:24:06"
"734","Ussa","34","7.110000","10.040000","2019-02-15 17:00:00","2018-08-10 19:24:06"
"735","Wukari","34","7.930000","9.810000","2019-02-15 17:00:00","2018-08-10 19:24:07"
"736","Yorro","34","8.880000","11.480000","2019-02-15 17:00:00","2018-08-10 19:24:08"
"737","Zing","34","9.000000","11.750000","2019-02-15 17:00:00","2018-08-10 19:24:09"
"738","Bade","35","12.840000","10.780000","2019-02-15 17:00:00","2018-08-10 19:24:10"
"739","Bursari","35","12.190000","11.710000","2019-02-15 17:00:00","2018-08-10 19:24:11"
"740","Damaturu","35","11.750000","11.970000","2019-02-15 17:00:00","2018-08-10 19:24:12"
"741","Fika","35","11.290000","11.310000","2019-02-15 17:00:00","2018-08-10 19:24:13"
"742","Fune","35","11.660000","11.520000","2019-02-15 17:00:00","2018-08-10 19:24:14"
"743","Geidam","35","12.630000","11.980000","2019-02-15 17:00:00","2018-08-10 19:24:15"
"744","Gujba","35","11.500000","11.930000","2019-02-15 17:00:00","2018-08-10 19:24:16"
"745","Gulani","35","10.980000","11.660000","2019-02-15 17:00:00","2018-08-10 19:24:16"
"746","Jakusko","35","12.490000","10.890000","2019-02-15 17:00:00","2018-08-10 19:24:17"
"747","Karasuwa","35","12.910000","10.660000","2019-02-15 17:00:00","2018-08-10 19:24:18"
"748","Machina","35","13.110000","10.130000","2019-02-15 17:00:00","2018-08-10 19:24:19"
"749","Nangere","35","11.810000","10.940000","2019-02-15 17:00:00","2018-08-10 19:24:20"
"750","Nguru","35","12.880000","10.460000","2019-02-15 17:00:00","2018-08-10 19:24:21"
"751","Potiskum","35","11.710000","11.080000","2019-02-15 17:00:00","2018-08-10 19:24:21"
"752","Tarmuwa","35","12.090000","11.800000","2019-02-15 17:00:00","2018-08-10 19:24:22"
"753","Yunusari","35","13.190000","11.620000","2019-02-15 17:00:00","2018-08-10 19:24:23"
"754","Yusufari","35","13.220000","10.890000","2019-02-15 17:00:00","2018-08-10 19:24:24"
"755","Anka","36","11.920000","5.980000","2019-02-15 17:00:00","2018-08-10 19:24:25"
"756","Bakura","36","12.600000","5.880000","2019-02-15 17:00:00","2018-08-10 19:24:26"
"757","Birnin Magaji/Kiyaw","36","12.400000","6.880000","2019-02-15 17:00:00","2018-08-10 19:24:27"
"758","Bukkuyum","36","11.920000","5.650000","2019-02-15 17:00:00","2018-08-10 19:24:27"
"759","Bungudu","36","12.130000","6.450000","2019-02-15 17:00:00","2018-08-10 19:24:28"
"760","Gummi","36","11.930000","5.140000","2019-02-15 17:00:00","2018-08-10 19:24:29"
"761","Gusau","36","12.160000","6.670000","2019-02-15 17:00:00","2018-08-10 19:24:30"
"762","Kaura Namoda","36","12.600000","6.590000","2019-02-15 17:00:00","2018-08-10 19:24:31"
"763","Maradun","36","12.830000","6.150000","2019-02-15 17:00:00","2018-08-10 19:24:32"
"764","Maru","36","11.370000","6.320000","2019-02-15 17:00:00","2018-08-10 19:24:33"
"765","Shinkafi","36","13.070000","6.510000","2019-02-15 17:00:00","2018-08-10 19:24:33"
"766","Talata Mafara","36","12.330000","6.030000","2019-02-15 17:00:00","2018-08-10 19:24:34"
"767","Chafe","36","11.960000","6.920000","2019-02-15 17:00:00","2018-08-10 19:24:35"
"768","Zurmi","36","12.810000","6.840000","2019-02-15 17:00:00","2018-08-10 19:24:36"
"769","Abaji","37","8.470000","6.950000","2019-02-15 17:00:00","2018-08-10 19:24:37"
"770","Bwari","37","9.290000","7.380000","2019-02-15 17:00:00","2018-08-10 19:24:38"
"771","Gwagwalada","37","8.950000","7.080000","2019-02-15 17:00:00","2018-08-10 19:24:39"
"772","Kuje","37","8.880000","7.240000","2019-02-15 17:00:00","2018-08-10 19:24:40"
"773","Kwali","37","8.850000","7.060000","2019-02-15 17:00:00","2018-08-10 19:24:40"
"774","Municipal Area Council","37","9.060000","7.420000","2019-02-15 17:00:00","2018-08-10 19:24:41"
