"id","name","state_id","latitude","longitude","created_at","updated_at"
"361","Soba","18","10.980000","8.060000","2019-02-15 17:00:00","2018-08-10 19:17:59"
"362","Zangon Kataf","18","9.890000","8.220000","2019-02-15 17:00:00","2018-08-10 19:18:00"
"363","Zaria","18","11.090000","7.720000","2019-02-15 17:00:00","2018-08-10 19:18:01"
"364","Ajingi","19","11.970000","9.040000","2019-02-15 17:00:00","2018-08-10 19:18:02"
"365","Albasu","19","11.670000","9.140000","2019-02-15 17:00:00","2018-08-10 19:18:02"
"366","Bagwai","19","12.150000","8.140000","2019-02-15 17:00:00","2018-08-10 19:18:03"
"367","Bebeji","19","11.660000","8.260000","2019-02-15 17:00:00","2018-08-10 19:18:04"
"368","Bichi","19","12.230000","8.240000","2019-02-15 17:00:00","2018-08-10 19:18:05"
"369","Bunkure","19","11.700000","8.540000","2019-02-15 17:00:00","2018-08-10 19:18:06"
"370","Dala","19","12.010000","8.500000","2019-02-15 17:00:00","2018-08-10 19:18:07"
"371","Dambatta","19","12.440000","8.620000","2019-02-15 17:00:00","2018-08-10 19:18:08"
"372","Dawakin Kudu","19","11.840000","8.590000","2019-02-15 17:00:00","2018-08-10 19:18:09"
"373","Dawakin Tofa","19","12.150000","8.420000","2019-02-15 17:00:00","2018-08-10 19:18:09"
"374","Doguwa","19","10.810000","8.700000","2019-02-15 17:00:00","2018-08-10 19:18:10"
"375","Fagge","19","12.020000","8.530000","2019-02-15 17:00:00","2018-08-10 19:18:11"
"376","Gabasawa","19","12.160000","8.880000","2019-02-15 17:00:00","2018-08-10 19:18:12"
"377","Garko","19","11.550000","8.860000","2019-02-15 17:00:00","2018-08-10 19:18:13"
"378","Garun Mallam","19","11.680000","8.370000","2019-02-15 17:00:00","2018-08-10 19:18:14"
"379","Gaya","19","11.860000","9.000000","2019-02-15 17:00:00","2018-08-10 19:18:14"
"380","Gezawa","19","12.100000","8.750000","2019-02-15 17:00:00","2018-08-10 19:18:15"
"381","Gwale","19","11.980000","8.490000","2019-02-15 17:00:00","2018-08-10 19:18:16"
"382","Gwarzo","19","11.920000","7.930000","2019-02-15 17:00:00","2018-08-10 19:18:17"
"383","Kabo","19","11.880000","8.200000","2019-02-15 17:00:00","2018-08-10 19:18:18"
"384","Kano Municipal","19","12.000000","8.590000","2019-02-15 17:00:00","2018-08-10 19:18:19"
"385","Karaye","19","11.780000","8.010000","2019-02-15 17:00:00","2018-08-10 19:18:20"
"386","Kibiya","19","11.530000","8.660000","2019-02-15 17:00:00","2018-08-10 19:18:21"
"387","Kiru","19","11.700000","8.140000","2019-02-15 17:00:00","2018-08-10 19:18:21"
"388","Kumbotso","19","11.920000","8.590000","2019-02-15 17:00:00","2018-08-10 19:18:22"
"389","Kunchi","19","12.500000","8.270000","2019-02-15 17:00:00","2018-08-10 19:18:23"
"390","Kura","19","11.770000","8.420000","2019-02-15 17:00:00","2018-08-10 19:18:24"
"391","Madobi","19","11.830000","8.370000","2019-02-15 17:00:00","2018-08-10 19:18:25"
"392","Makoda","19","12.420000","8.430000","2019-02-15 17:00:00","2018-08-10 19:18:26"
"393","Minjibir","19","12.190000","8.630000","2019-02-15 17:00:00","2018-08-10 19:18:27"
"394","Nasarawa","19","12.000000","8.580000","2019-02-15 17:00:00","2018-08-10 19:18:28"
"395","Rano","19","11.560000","8.580000","2019-02-15 17:00:00","2018-08-10 19:18:28"
"396","Rimin Gado","19","11.970000","8.250000","2019-02-15 17:00:00","2018-08-10 19:18:29"
"397","Rogo","19","11.550000","7.820000","2019-02-15 17:00:00","2018-08-10 19:18:30"
"398","Shanono","19","12.050000","7.990000","2019-02-15 17:00:00","2018-08-10 19:18:31"
"399","Sumaila","19","11.350000","8.880000","2019-02-15 17:00:00","2018-08-10 19:18:32"
"400","Takai","19","11.570000","9.110000","2019-02-15 17:00:00","2018-08-10 19:18:33"
"401","Tarauni","19","11.960000","8.540000","2019-02-15 17:00:00","2018-08-10 19:18:34"
"402","Tofa","19","12.050000","8.270000","2019-02-15 17:00:00","2018-08-10 19:18:34"
"403","Tsanyawa","19","12.300000","7.990000","2019-02-15 17:00:00","2018-08-10 19:18:35"
"404","Tudun Wada","19","11.250000","8.400000","2019-02-15 17:00:00","2018-08-10 19:18:36"
"405","Ungogo","19","12.090000","8.500000","2019-02-15 17:00:00","2018-08-10 19:18:37"
"406","Warawa","19","12.000000","8.590000","2019-02-15 17:00:00","2018-08-10 19:18:38"
"407","Wudil","19","11.790000","8.840000","2019-02-15 17:00:00","2018-08-10 19:18:39"
"408","Bakori","20","11.560000","7.420000","2019-02-15 17:00:00","2018-08-10 19:18:39"
"409","Batagarawa","20","12.900000","7.600000","2019-02-15 17:00:00","2018-08-10 19:18:40"
"410","Batsari","20","12.760000","7.250000","2019-02-15 17:00:00","2018-08-10 19:18:41"
"411","Baure","20","12.800000","8.790000","2019-02-15 17:00:00","2018-08-10 19:18:42"
"412","Bindawa","20","12.740000","7.830000","2019-02-15 17:00:00","2018-08-10 19:18:43"
"413","Charanchi","20","12.670000","7.730000","2019-02-15 17:00:00","2018-08-10 19:18:44"
"414","Dandume","20","11.390000","7.220000","2019-02-15 17:00:00","2018-08-10 19:18:45"
"415","Danja","20","11.380000","7.560000","2019-02-15 17:00:00","2018-08-10 19:18:45"
"416","Dan Musa","20","12.260000","7.330000","2019-02-15 17:00:00","2018-08-10 19:18:47"
"417","Daura","20","13.030000","8.320000","2019-02-15 17:00:00","2018-08-10 19:18:48"
"418","Dutsi","20","12.930000","8.160000","2019-02-15 17:00:00","2018-08-10 19:18:49"
"419","Dutsin Ma","20","12.450000","7.500000","2019-02-15 17:00:00","2018-08-10 19:18:49"
"420","Faskari","20","11.710000","7.180000","2019-02-15 17:00:00","2018-08-10 19:18:50"
"421","Funtua","20","11.520000","7.310000","2019-02-15 17:00:00","2018-08-10 19:18:51"
"422","Ingawa","20","12.640000","8.050000","2019-02-15 17:00:00","2018-08-10 19:18:52"
"423","Jibia","20","13.090000","7.220000","2019-02-15 17:00:00","2018-08-10 19:18:53"
"424","Kafur","20","11.650000","7.650000","2019-02-15 17:00:00","2018-08-10 19:18:54"
"425","Kaita","20","13.200000","7.740000","2019-02-15 17:00:00","2018-08-10 19:18:55"
"426","Kankara","20","11.930000","7.410000","2019-02-15 17:00:00","2018-08-10 19:18:56"
"427","Kankia","20","12.460000","7.830000","2019-02-15 17:00:00","2018-08-10 19:18:56"
"428","Katsina","20","12.980000","7.620000","2019-02-15 17:00:00","2018-08-10 19:18:58"
"429","Kurfi","20","12.670000","7.480000","2019-02-15 17:00:00","2018-08-10 19:18:59"
"430","Kusada","20","12.460000","7.980000","2019-02-15 17:00:00","2018-08-10 19:18:59"
"431","Mai'Adua","20","13.150000","8.230000","2019-02-15 17:00:00","2018-08-10 19:19:00"
"432","Malumfashi","20","11.790000","7.620000","2019-02-15 17:00:00","2018-08-10 19:19:01"
"433","Mani","20","12.850000","7.870000","2019-02-15 17:00:00","2018-08-10 19:19:02"
"434","Mashi","20","13.100000","8.000000","2019-02-15 17:00:00","2018-08-10 19:19:03"
"435","Matazu","20","12.240000","7.670000","2019-02-15 17:00:00","2018-08-10 19:19:04"
"436","Musawa","20","12.130000","7.670000","2019-02-15 17:00:00","2018-08-10 19:19:05"
"437","Rimi","20","12.850000","7.710000","2019-02-15 17:00:00","2018-08-10 19:19:05"
"438","Sabuwa","20","11.330000","7.070000","2019-02-15 17:00:00","2018-08-10 19:19:06"
"439","Safana","20","12.410000","7.410000","2019-02-15 17:00:00","2018-08-10 19:19:07"
"440","Sandamu","20","12.960000","8.360000","2019-02-15 17:00:00","2018-08-10 19:19:08"
"441","Zango","20","12.900000","8.530000","2019-02-15 17:00:00","2018-08-10 19:19:09"
"442","Aleiro","21","12.360000","4.440000","2019-02-15 17:00:00","2018-08-10 19:19:10"
"443","Arewa Dandi","21","12.690000","4.080000","2019-02-15 17:00:00","2018-08-10 19:19:11"
"444","Argungu","21","12.750000","4.540000","2019-02-15 17:00:00","2018-08-10 19:19:11"
"445","Augie","21","12.890000","4.600000","2019-02-15 17:00:00","2018-08-10 19:19:12"
"446","Bagudo","21","11.400000","4.230000","2019-02-15 17:00:00","2018-08-10 19:19:13"
"447","Birnin Kebbi","21","12.430000","4.200000","2019-02-15 17:00:00","2018-08-10 19:19:14"
"448","Bunza","21","12.090000","4.010000","2019-02-15 17:00:00","2018-08-10 19:19:15"
"449","Dandi","21","12.690000","4.080000","2019-02-15 17:00:00","2018-08-10 19:19:16"
"450","Fakai","21","11.580000","4.810000","2019-02-15 17:00:00","2018-08-10 19:19:17"
"451","Gwandu","21","12.500000","4.640000","2019-02-15 17:00:00","2018-08-10 19:19:18"
"452","Jega","21","12.230000","4.380000","2019-02-15 17:00:00","2018-08-10 19:19:19"
"453","Kalgo","21","12.330000","4.200000","2019-02-15 17:00:00","2018-08-10 19:19:19"
"454","Koko/Besse","21","11.450000","4.440000","2019-02-15 17:00:00","2018-08-10 19:19:20"
"455","Maiyama","21","11.810000","4.360000","2019-02-15 17:00:00","2018-08-10 19:19:21"
"456","Ngaski","21","10.360000","4.850000","2019-02-15 17:00:00","2018-08-10 19:19:22"
"457","Sakaba","21","11.070000","5.600000","2019-02-15 17:00:00","2018-08-10 19:19:23"
"458","Shanga","21","11.210000","4.580000","2019-02-15 17:00:00","2018-08-10 19:19:24"
"459","Suru","21","11.930000","4.180000","2019-02-15 17:00:00","2018-08-10 19:19:24"
"460","Wasagu/Danko","21","11.380000","5.650000","2019-02-15 17:00:00","2018-08-10 19:19:25"
"461","Yauri","21","11.680000","4.070000","2019-02-15 17:00:00","2018-08-10 19:19:26"
"462","Zuru","21","11.440000","5.230000","2019-02-15 17:00:00","2018-08-10 19:19:27"
"463","Adavi","22","7.670000","6.430000","2019-02-15 17:00:00","2018-08-10 19:19:28"
"464","Ajaokuta","22","7.540000","6.640000","2019-02-15 17:00:00","2018-08-10 19:19:28"
"465","Ankpa","22","7.410000","7.620000","2019-02-15 17:00:00","2018-08-10 19:19:29"
"466","Bassa","22","7.770000","7.050000","2019-02-15 17:00:00","2018-08-10 19:19:30"
"467","Dekina","22","7.590000","7.220000","2019-02-15 17:00:00","2018-08-10 19:19:31"
"468","Ibaji","22","6.830000","6.790000","2019-02-15 17:00:00","2018-08-10 19:19:32"
"469","Idah","22","7.110000","6.740000","2019-02-15 17:00:00","2018-08-10 19:19:33"
"470","Igalamela Odolu","22","7.080000","7.050000","2019-02-15 17:00:00","2018-08-10 19:19:34"
"471","Ijumu","22","7.870000","5.940000","2019-02-15 17:00:00","2018-08-10 19:19:35"
"472","Kabba/Bunu","22","8.220000","6.200000","2019-02-15 17:00:00","2018-08-10 19:19:36"
"473","Kogi","22","7.910000","6.580000","2019-02-15 17:00:00","2018-08-10 19:19:37"
"474","Lokoja","22","7.800000","6.730000","2019-02-15 17:00:00","2018-08-10 19:19:37"
"475","Mopa Muro","22","8.140000","5.860000","2019-02-15 17:00:00","2018-08-10 19:19:38"
"476","Ofu","22","7.340000","7.050000","2019-02-15 17:00:00","2018-08-10 19:19:39"
"477","Ogori/Magongo","22","7.470000","6.160000","2019-02-15 17:00:00","2018-08-10 19:19:40"
"478","Okehi","22","7.720000","6.340000","2019-02-15 17:00:00","2018-08-10 19:19:41"
"479","Okene","22","7.560000","6.240000","2019-02-15 17:00:00","2018-08-10 19:19:42"
"480","Olamaboro","22","7.160000","7.570000","2019-02-15 17:00:00","2018-08-10 19:19:43"
"481","Omala","22","7.810000","7.520000","2019-02-15 17:00:00","2018-08-10 19:19:43"
"482","Yagba East","22","8.140000","5.690000","2019-02-15 17:00:00","2018-08-10 19:19:44"
"483","Yagba West","22","8.310000","5.520000","2019-02-15 17:00:00","2018-08-10 19:19:45"
"484","Asa","23","8.420000","4.440000","2019-02-15 17:00:00","2018-08-10 19:19:46"
"485","Baruten","23","9.350000","3.580000","2019-02-15 17:00:00","2018-08-10 19:19:47"
"486","Edu","23","8.890000","5.140000","2019-02-15 17:00:00","2018-08-10 19:19:48"
"487","Ekiti","23","8.120000","5.330000","2019-02-15 17:00:00","2018-08-10 19:19:49"
"488","Ifelodun","23","8.540000","5.140000","2019-02-15 17:00:00","2018-08-10 19:19:49"
"489","Ilorin East","23","8.610000","4.790000","2019-02-15 17:00:00","2018-08-10 19:19:50"
"490","Ilorin South","23","8.480000","4.540000","2019-02-15 17:00:00","2018-08-10 19:19:51"
"491","Ilorin West","23","8.480000","4.540000","2019-02-15 17:00:00","2018-08-10 19:19:52"
"492","Irepodun","23","8.150000","4.850000","2019-02-15 17:00:00","2018-08-10 19:19:53"
"493","Isin","23","8.230000","5.020000","2019-02-15 17:00:00","2018-08-10 19:19:54"
"494","Kaiama","23","9.610000","3.940000","2019-02-15 17:00:00","2018-08-10 19:19:55"
"495","Moro","23","8.900000","4.650000","2019-02-15 17:00:00","2018-08-10 19:19:56"
"496","Offa","23","8.140000","4.720000","2019-02-15 17:00:00","2018-08-10 19:19:57"
"497","Oke Ero","23","8.230000","5.350000","2019-02-15 17:00:00","2018-08-10 19:19:58"
"498","Oyun","23","8.220000","4.620000","2019-02-15 17:00:00","2018-08-10 19:19:59"
"499","Pategi","23","8.720000","5.760000","2019-02-15 17:00:00","2018-08-10 19:20:00"
"500","Agege","24","6.620000","3.320000","2019-02-15 17:00:00","2018-08-10 19:20:01"
"501","Ajeromi-Ifelodun","24","6.460000","3.330000","2019-02-15 17:00:00","2018-08-10 19:20:02"
"502","Alimosho","24","6.570000","3.260000","2019-02-15 17:00:00","2018-08-10 19:20:03"
"503","Amuwo-Odofin","24","6.430000","3.290000","2019-02-15 17:00:00","2018-08-10 19:20:04"
"504","Apapa","24","6.440000","3.360000","2019-02-15 17:00:00","2018-08-10 19:20:05"
"505","Badagry","24","6.480000","3.020000","2019-02-15 17:00:00","2018-08-10 19:20:06"
"506","Epe","24","6.590000","3.980000","2019-02-15 17:00:00","2018-08-10 19:20:06"
"507","Eti Osa","24","6.460000","3.600000","2019-02-15 17:00:00","2018-08-10 19:20:07"
"508","Ibeju-Lekki","24","6.500000","3.800000","2019-02-15 17:00:00","2018-08-10 19:20:08"
"509","Ifako-Ijaiye","24","6.680000","3.290000","2019-02-15 17:00:00","2018-08-10 19:20:09"
"510","Ikeja","24","6.600000","3.350000","2019-02-15 17:00:00","2018-08-10 19:20:10"
"511","Ikorodu","24","6.620000","3.510000","2019-02-15 17:00:00","2018-08-10 19:20:11"
"512","Kosofe","24","6.600000","3.410000","2019-02-15 17:00:00","2018-08-10 19:20:12"
"513","Lagos Island","24","6.450000","3.420000","2019-02-15 17:00:00","2018-08-10 19:20:13"
"514","Lagos Mainland","24","6.500000","3.380000","2019-02-15 17:00:00","2018-08-10 19:20:14"
"515","Mushin","24","6.540000","3.350000","2019-02-15 17:00:00","2018-08-10 19:20:15"
"516","Ojo","24","6.460000","3.160000","2019-02-15 17:00:00","2018-08-10 19:20:16"
"517","Oshodi-Isolo","24","6.540000","3.310000","2019-02-15 17:00:00","2018-08-10 19:20:17"
"518","Shomolu","24","6.540000","3.380000","2019-02-15 17:00:00","2018-08-10 19:20:18"
"519","Surulere","24","6.490000","3.350000","2019-02-15 17:00:00","2018-08-10 19:20:19"
"520","Akwanga","25","8.910000","8.410000","2019-02-15 17:00:00","2018-08-10 19:20:20"
"521","Awe","25","8.110000","9.140000","2019-02-15 17:00:00","2018-08-10 19:20:21"
"522","Doma","25","8.400000","8.360000","2019-02-15 17:00:00","2018-08-10 19:20:22"
"523","Karu","25","9.030000","7.600000","2019-02-15 17:00:00","2018-08-10 19:20:23"
"524","Keana","25","8.150000","8.800000","2019-02-15 17:00:00","2018-08-10 19:20:23"
"525","Keffi","25","8.850000","7.880000","2019-02-15 17:00:00","2018-08-10 19:20:24"
"526","Kokona","25","8.770000","7.980000","2019-02-15 17:00:00","2018-08-10 19:20:25"
"527","Lafia","25","8.510000","8.520000","2019-02-15 17:00:00","2018-08-10 19:20:26"
"528","Nasarawa","25","8.550000","7.710000","2019-02-15 17:00:00","2018-08-10 19:20:27"
"529","Nasarawa Egon","25","8.740000","8.540000","2019-02-15 17:00:00","2018-08-10 19:20:28"
"530","Obi","25","8.380000","8.770000","2019-02-15 17:00:00","2018-08-10 19:20:28"
"531","Toto","25","8.390000","7.080000","2019-02-15 17:00:00","2018-08-10 19:20:29"
"532","Wamba","25","8.940000","8.600000","2019-02-15 17:00:00","2018-08-10 19:20:30"
"533","Agaie","26","9.010000","6.320000","2019-02-15 17:00:00","2018-08-10 19:20:31"
"534","Agwara","26","10.680000","4.480000","2019-02-15 17:00:00","2018-08-10 19:20:32"
"535","Bida","26","9.080000","6.010000","2019-02-15 17:00:00","2018-08-10 19:20:33"
"536","Borgu","26","10.320000","4.150000","2019-02-15 17:00:00","2018-08-10 19:20:34"
"537","Bosso","26","9.650000","6.530000","2019-02-15 17:00:00","2018-08-10 19:20:34"
"538","Chanchaga","26","9.630000","6.550000","2019-02-15 17:00:00","2018-08-10 19:20:35"
"539","Edati","26","9.040000","5.620000","2019-02-15 17:00:00","2018-08-10 19:20:36"
"540","Gbako","26","9.270000","6.030000","2019-02-15 17:00:00","2018-08-10 19:20:37"
"541","Gurara","26","9.340000","7.050000","2019-02-15 17:00:00","2018-08-10 19:20:38"
"542","Katcha","26","9.270000","6.280000","2019-02-15 17:00:00","2018-08-10 19:20:39"
"543","Kontagora","26","10.410000","5.470000","2019-02-15 17:00:00","2018-08-10 19:20:40"
"544","Lapai","26","8.690000","6.660000","2019-02-15 17:00:00","2018-08-10 19:20:41"
"545","Lavun","26","9.410000","5.650000","2019-02-15 17:00:00","2018-08-10 19:20:42"
"546","Magama","26","10.310000","4.980000","2019-02-15 17:00:00","2018-08-10 19:20:43"
"547","Mariga","26","10.740000","5.900000","2019-02-15 17:00:00","2018-08-10 19:20:43"
"548","Mashegu","26","9.950000","5.310000","2019-02-15 17:00:00","2018-08-10 19:20:44"
"549","Mokwa","26","9.240000","5.310000","2019-02-15 17:00:00","2018-08-10 19:20:45"
"550","Moya","26","10.220000","5.390000","2019-02-15 17:00:00","2018-08-10 19:20:46"
"551","Paikoro","26","9.440000","6.790000","2019-02-15 17:00:00","2018-08-10 19:20:47"
"552","Rafi","26","10.110000","6.150000","2019-02-15 17:00:00","2018-08-10 19:20:48"
"553","Rijau","26","11.100000","5.250000","2019-02-15 17:00:00","2018-08-10 19:20:48"
"554","Shiroro","26","9.980000","6.810000","2019-02-15 17:00:00","2018-08-10 19:20:49"
"555","Suleja","26","9.220000","7.190000","2019-02-15 17:00:00","2018-08-10 19:20:50"
"556","Tafa","26","9.240000","7.290000","2019-02-15 17:00:00","2018-08-10 19:20:51"
"557","Wushishi","26","9.720000","6.110000","2019-02-15 17:00:00","2018-08-10 19:20:52"
"558","Abeokuta North","27","7.210000","3.140000","2019-02-15 17:00:00","2018-08-10 19:20:53"
"559","Abeokuta South","27","7.160000","3.350000","2019-02-15 17:00:00","2018-08-10 19:20:54"
"560","Ado-Odo/Ota","27","6.610000","3.060000","2019-02-15 17:00:00","2018-08-10 19:20:54"
"561","Yewa North","27","7.170000","2.860000","2019-02-15 17:00:00","2018-08-10 19:20:55"
"562","Yewa South","27","6.780000","2.980000","2019-02-15 17:00:00","2018-08-10 19:20:56"
"563","Ewekoro","27","6.950000","3.220000","2019-02-15 17:00:00","2018-08-10 19:20:57"
"564","Ifo","27","6.800000","3.240000","2019-02-15 17:00:00","2018-08-10 19:20:58"
"565","Ijebu East","27","6.820000","4.320000","2019-02-15 17:00:00","2018-08-10 19:20:59"
"566","Ijebu North","27","7.030000","3.950000","2019-02-15 17:00:00","2018-08-10 19:21:00"
"567","Ijebu North East","27","6.880000","4.010000","2019-02-15 17:00:00","2018-08-10 19:21:01"
"568","Ijebu Ode","27","6.830000","3.920000","2019-02-15 17:00:00","2018-08-10 19:21:01"
"569","Ikenne","27","6.870000","3.710000","2019-02-15 17:00:00","2018-08-10 19:21:02"
"570","Imeko Afon","27","7.450000","2.840000","2019-02-15 17:00:00","2018-08-10 19:21:03"
"571","Ipokia","27","6.530000","2.840000","2019-02-15 17:00:00","2018-08-10 19:21:04"
"572","Obafemi Owode","27","6.950000","3.510000","2019-02-15 17:00:00","2018-08-10 19:21:05"
"573","Odeda","27","7.290000","3.540000","2019-02-15 17:00:00","2018-08-10 19:21:06"
"574","Odogbolu","27","6.780000","3.780000","2019-02-15 17:00:00","2018-08-10 19:21:07"
"575","Ogun Waterside","27","6.520000","4.360000","2019-02-15 17:00:00","2018-08-10 19:21:08"
"576","Remo North","27","7.010000","3.720000","2019-02-15 17:00:00","2018-08-10 19:21:09"
"577","Shagamu","27","6.830000","3.630000","2019-02-15 17:00:00","2018-08-10 19:21:10"
"578","Akoko North-East","28","7.550000","5.880000","2019-02-15 17:00:00","2018-08-10 19:21:11"
"579","Akoko North-West","28","7.620000","5.770000","2019-02-15 17:00:00","2018-08-10 19:21:12"
"580","Akoko South-West","28","7.380000","5.670000","2019-02-15 17:00:00","2018-08-10 19:21:13"
"581","Akoko South-East","28","7.420000","5.920000","2019-02-15 17:00:00","2018-08-10 19:21:14"
"582","Akure North","28","7.260000","5.210000","2019-02-15 17:00:00","2018-08-10 19:21:15"
"583","Akure South","28","7.210000","5.160000","2019-02-15 17:00:00","2018-08-10 19:21:16"
"584","Ese Odo","28","6.260000","4.940000","2019-02-15 17:00:00","2018-08-10 19:21:16"
"585","Idanre","28","7.090000","5.150000","2019-02-15 17:00:00","2018-08-10 19:21:17"
"586","Ifedore","28","7.390000","5.080000","2019-02-15 17:00:00","2018-08-10 19:21:18"
"587","Ilaje","28","6.260000","4.770000","2019-02-15 17:00:00","2018-08-10 19:21:19"
"588","Ile Oluji/Okeigbo","28","7.280000","4.850000","2019-02-15 17:00:00","2018-08-10 19:21:20"
"589","Irele","28","6.490000","4.870000","2019-02-15 17:00:00","2018-08-10 19:21:21"
"590","Odigbo","28","6.790000","4.870000","2019-02-15 17:00:00","2018-08-10 19:21:21"
"591","Okitipupa","28","6.500000","4.780000","2019-02-15 17:00:00","2018-08-10 19:21:22"
"592","Ondo East","28","7.090000","4.960000","2019-02-15 17:00:00","2018-08-10 19:21:23"
"593","Ondo West","28","7.100000","4.840000","2019-02-15 17:00:00","2018-08-10 19:21:24"
"594","Ose","28","7.020000","5.690000","2019-02-15 17:00:00","2018-08-10 19:21:25"
"595","Owo","28","7.200000","5.590000","2019-02-15 17:00:00","2018-08-10 19:21:26"
"596","Atakunmosa East","29","7.480000","4.790000","2019-02-15 17:00:00","2018-08-10 19:21:27"
"597","Atakunmosa West","29","7.520000","4.670000","2019-02-15 17:00:00","2018-08-10 19:21:27"
"598","Aiyedaade","29","7.200000","4.270000","2019-02-15 17:00:00","2018-08-10 19:21:28"
"599","Aiyedire","29","7.570000","4.250000","2019-02-15 17:00:00","2018-08-10 19:21:29"
"600","Boluwaduro","29","7.940000","4.800000","2019-02-15 17:00:00","2018-08-10 19:21:30"
"601","Boripe","29","7.840000","4.660000","2019-02-15 17:00:00","2018-08-10 19:21:31"
"602","Ede North","29","7.730000","4.470000","2019-02-15 17:00:00","2018-08-10 19:21:32"
"603","Ede South","29","7.650000","4.460000","2019-02-15 17:00:00","2018-08-10 19:21:33"
"604","Ife Central","29","7.560000","4.530000","2019-02-15 17:00:00","2018-08-10 19:21:34"
"605","Ife East","29","7.440000","4.620000","2019-02-15 17:00:00","2018-08-10 19:21:35"
"606","Ife North","29","7.460000","4.440000","2019-02-15 17:00:00","2018-08-10 19:21:36"
"607","Ife South","29","7.200000","4.600000","2019-02-15 17:00:00","2018-08-10 19:21:36"
"608","Egbedore","29","7.780000","4.420000","2019-02-15 17:00:00","2018-08-10 19:21:37"
"609","Ejigbo","29","7.900000","4.320000","2019-02-15 17:00:00","2018-08-10 19:21:38"
"610","Ifedayo","29","7.990000","5.000000","2019-02-15 17:00:00","2018-08-10 19:21:39"
"611","Ifelodun","29","7.920000","4.630000","2019-02-15 17:00:00","2018-08-10 19:21:40"
"612","Ila","29","8.010000","4.900000","2019-02-15 17:00:00","2018-08-10 19:21:41"
"613","Ilesa East","29","7.600000","4.760000","2019-02-15 17:00:00","2018-08-10 19:21:42"
"614","Ilesa West","29","7.640000","4.720000","2019-02-15 17:00:00","2018-08-10 19:21:43"
"615","Irepodun","29","7.900000","4.530000","2019-02-15 17:00:00","2018-08-10 19:21:44"
"616","Irewole","29","7.400000","4.210000","2019-02-15 17:00:00","2018-08-10 19:21:45"
"617","Isokan","29","7.310000","4.170000","2019-02-15 17:00:00","2018-08-10 19:21:46"
"618","Iwo","29","7.630000","4.190000","2019-02-15 17:00:00","2018-08-10 19:21:46"
"619","Obokun","29","7.800000","4.770000","2019-02-15 17:00:00","2018-08-10 19:21:47"
"620","Odo Otin","29","8.000000","4.670000","2019-02-15 17:00:00","2018-08-10 19:21:48"
"621","Ola Oluwa","29","7.740000","4.210000","2019-02-15 17:00:00","2018-08-10 19:21:49"
"622","Olorunda","29","7.860000","4.570000","2019-02-15 17:00:00","2018-08-10 19:21:50"
"623","Oriade","29","7.520000","4.870000","2019-02-15 17:00:00","2018-08-10 19:21:51"
"624","Orolu","29","7.900000","4.470000","2019-02-15 17:00:00","2018-08-10 19:21:52"
"625","Osogbo","29","7.750000","4.550000","2019-02-15 17:00:00","2018-08-10 19:21:53"
"626","Afijio","30","7.840000","3.940000","2019-02-15 17:00:00","2018-08-10 19:21:53"
"627","Akinyele","30","7.550000","3.950000","2019-02-15 17:00:00","2018-08-10 19:21:54"
"628","Atiba","30","7.840000","3.940000","2019-02-15 17:00:00","2018-08-10 19:21:55"
"629","Atisbo","30","8.380000","3.340000","2019-02-15 17:00:00","2018-08-10 19:21:56"
"630","Egbeda","30","7.380000","3.970000","2019-02-15 17:00:00","2018-08-10 19:21:57"
"631","Ibadan North","30","7.410000","3.920000","2019-02-15 17:00:00","2018-08-10 19:21:58"
"632","Ibadan North-East","30","7.360000","3.930000","2019-02-15 17:00:00","2018-08-10 19:21:59"
"633","Ibadan North-West","30","7.390000","3.880000","2019-02-15 17:00:00","2018-08-10 19:22:00"
"634","Ibadan South-East","30","7.330000","3.910000","2019-02-15 17:00:00","2018-08-10 19:22:01"
"635","Ibadan South-West","30","7.350000","3.880000","2019-02-15 17:00:00","2018-08-10 19:22:02"
"636","Ibarapa Central","30","7.400000","3.240000","2019-02-15 17:00:00","2018-08-10 19:22:03"
"637","Ibarapa East","30","7.640000","3.460000","2019-02-15 17:00:00","2018-08-10 19:22:04"
"638","Ibarapa North","30","7.690000","3.180000","2019-02-15 17:00:00","2018-08-10 19:22:05"
"639","Ido","30","7.510000","3.720000","2019-02-15 17:00:00","2018-08-10 19:22:06"
"640","Irepo","30","9.040000","3.870000","2019-02-15 17:00:00","2018-08-10 19:22:06"
"641","Iseyin","30","7.980000","3.590000","2019-02-15 17:00:00","2018-08-10 19:22:07"
"642","Itesiwaju","30","8.160000","3.540000","2019-02-15 17:00:00","2018-08-10 19:22:08"
"643","Iwajowa","30","8.040000","3.020000","2019-02-15 17:00:00","2018-08-10 19:22:09"
"644","Kajola","30","7.990000","3.380000","2019-02-15 17:00:00","2018-08-10 19:22:10"
"645","Lagelu","30","7.480000","4.050000","2019-02-15 17:00:00","2018-08-10 19:22:11"
"646","Ogbomosho North","30","8.130000","4.250000","2019-02-15 17:00:00","2018-08-10 19:22:12"
"647","Ogbomosho South","30","8.080000","4.220000","2019-02-15 17:00:00","2018-08-10 19:22:12"
"648","Ogo Oluwa","30","7.410000","4.000000","2019-02-15 17:00:00","2018-08-10 19:22:13"
"649","Olorunsogo","30","8.770000","4.110000","2019-02-15 17:00:00","2018-08-10 19:22:14"
"650","Oluyole","30","7.210000","3.870000","2019-02-15 17:00:00","2018-08-10 19:22:15"
